Gaia Username,Type (Character/Pokemon),Name,Belongs To Character,Nickname,Gender,Level,Shiny (Y/N),Shadow (Y/N),Age,Pronouns,Birthday,Height,Character Species,Hometown,Short Description,History
MoniqueBrie,Pokemon,Sinistcha,Monique Kaʻanaʻana,Midori,,10,N,N,,,,,,,,
MoniqueBrie,Pokemon,Cyndaquil,Monique Kaʻanaʻana,Kīpoka,M,10,N,N,,,,,,,,
MoniqueBrie,Pokemon,Paldean Tauros,Monique Kaʻanaʻana,Nalu,M,10,N,N,,,,,,,,
MoniqueBrie,Pokemon,Toxtricity,Monique Kaʻanaʻana,Lulu,F,40,N,N,,,,,,,,
MoniqueBrie,Pokemon,Kommo-o,Monique Kaʻanaʻana,Kila,F,10,N,N,,,,,,,,
MoniqueBrie,Pokemon,Cutiefly,Monique Kaʻanaʻana,Wai Pua,F,10,N,N,,,,,,,,
Mournings of a Incubus,Character,Rein Kisaragi,,,Male,,,,17,,,,Human,Nimbasa City,"A 17-year-old trainer from Nimbasa City, sole survivor of the fire that killed his family, driven by vengeance and a hatred of Cipher.","Rein grew up in Nimbasa City but found it boring and longed to explore; his sister frequently rode the ferris wheel. A cooking accident involving his father burned their house down, leaving Rein the sole survivor. He never knew his mother, but his father passed down the phrase ""I am the alpha and omega, I will give unto him the waters of life."" Afterward he attended Pokemon school to study type advantages and battle mechanics, competing in tournaments (5 wins out of 7 battles) and repeatedly clashing with a rival named Zane, a dragon-type trainer who hated Rein's family. After learning of Cipher through news reports, Rein came to hate the organization and resolved to fight for freedom and avenge those responsible for burning his home and family — a trauma that strengthened him but also left him ""a little psychopathic."""
Mournings of a Incubus,Pokemon,Murkrow,Rein Kisaragi,,,55,N,N,,,,,,,,
Mournings of a Incubus,Pokemon,Golbat,Rein Kisaragi,,,77,N,N,,,,,,,,
Ms Edyn,Character,"Aleissa ""Night"" Gauthier",,,Female,,,,,She/her,,,Ninetales hybrid (black and red furred),Goldenrod,A black-and-red-furred Ninetales hybrid from Goldenrod with an extensive twelve-Pokemon team.,"The profile states the background section is ""currently being rewritten""; no backstory is available in the thread."
Ms Edyn,Pokemon,Charizard,"Aleissa ""Night"" Gauthier",Tatsu,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Pidgeotto,"Aleissa ""Night"" Gauthier",Circe,F,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Magby,"Aleissa ""Night"" Gauthier",Enya,F,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Houndoom,"Aleissa ""Night"" Gauthier",Heru,F,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Gyarados,"Aleissa ""Night"" Gauthier",Dorkfish,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Arbok,"Aleissa ""Night"" Gauthier",Ourorboros,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Drilbur,"Aleissa ""Night"" Gauthier",Drill,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Zorua,"Aleissa ""Night"" Gauthier",Eris,F,100,Y,N,,,,,,,,
Ms Edyn,Pokemon,Chandelure,"Aleissa ""Night"" Gauthier",Omen,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Floatzel,"Aleissa ""Night"" Gauthier",Allegro,F,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Koffing,"Aleissa ""Night"" Gauthier",Himeros,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Skitty,"Aleissa ""Night"" Gauthier",Loki,M,100,Y,N,,,,,,,,
Ms Edyn,Pokemon,Alolan Vulpix,"Aleissa ""Night"" Gauthier",Khione,F,100,N,N,,,,,,,,
Ms Edyn,Character,Evelyn,,,Female,,,,20,She/her,May 24,"5'7""",Leafeon hybrid,,"A 20-year-old Leafeon hybrid with lower-back-length green hair, daughter of a Flareon (Firenze) and a Jolteon (Blitzy), who favors organic food and green tea.","No dedicated backstory section is given in the profile. Stated family details: her mother is Firenze (a Flareon) and her father is Blitzy (a Jolteon). She weighs 115 lbs, has brown eyes, no allergies and no significant other, rarely touches meat and prefers organic food, favors green tea, the colors red/blue/green, and Psychic and Fire types."
Ms Edyn,Pokemon,Kirlia,Evelyn,Art,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Teddiursa,Evelyn,Orion,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Budew,Evelyn,Rose,F,100,Y,N,,,,,,,,
Ms Edyn,Pokemon,Seedot,Evelyn,Sequoia,M,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Joltik,Evelyn,Araneae,F,100,N,N,,,,,,,,
Ms Edyn,Pokemon,Grookey,Evelyn,,M,100,N,N,,,,,,,,
Ms Edyn,Character,Sihlo S. Adonia,,,Female,,,,19,,,"5'6""",Human,Viridian City,A 19-year-old pierced-and-tattooed human trainer from Viridian City with a short black pixie cut fading to pink tips and a scar over her left eyebrow.,"The profile states the background section is ""currently being written""; no backstory is available in the thread. Her team consists of Atreyu (male Persian), Adema (female Zangoose), and Sabbath (male Purrloin)."
Ms Edyn,Pokemon,Persian,Sihlo S. Adonia,,M,94,N,N,,,,,,,,
Ms Edyn,Pokemon,Zangoose,Sihlo S. Adonia,,F,66,N,N,,,,,,,,
Ms Edyn,Pokemon,Purrloin,Sihlo S. Adonia,,M,66,N,N,,,,,,,,
Ms Edyn,Character,Mirepoix,,,Female,,,,26,She/her,July 19,"5'3""",Human,,"A 26-year-old human woman with long black hair streaked red, yellow, and blue, accompanied by a trio of female Eeveelutions (Na the Flareon, La the Jolteon, Gea the Vaporeon).","No History or backstory section is present in the profile; only physical characteristics (105 lbs, blueish-green eyes) and her Pokemon companions are listed."
Ms Edyn,Pokemon,Flareon,Mirepoix,"""Na""",F,45,N,N,,,,,,,,
Ms Edyn,Pokemon,Jolteon,Mirepoix,"""La""",F,45,N,N,,,,,,,,
Ms Edyn,Pokemon,Vaporeon,Mirepoix,"""Gea""",F,45,N,N,,,,,,,,
nahobinokami,Character,Lancaster,,,Masc aligned,,,,21,,,,Human,"Hau'oli, Melemele Island - Alola","A 21-year-old Alolan from Hau'oli who abandoned his Island Challenge to chase a life beyond the islands, going by the pseudonym Lancaster.","Kawika Waiwai'ole grew up in Hau'oli on Melemele Island in Alola, dreaming of experiences beyond island life. Disenchanted with local tradition, he abandoned his Island Challenge to pursue opportunities elsewhere, only to discover that life outside Alola has serious problems, including people completely disrupting the harmony between Pokemon and people. He travels with a Pyukumuku (Innards Out) and a Mimikyu. The profile marks further backstory as ""more tba""."
nahobinokami,Pokemon,Pyukumuku,Lancaster,,,10,N,N,,,,,,,,
nahobinokami,Pokemon,Mimikyu,Lancaster,,,10,N,N,,,,,,,,
Not a Noise,Character,"Rexlena ""Rexy"" Williams",,,Female,,,,15,She/her,April 13,"4'11""",Poochyena hybrid,,"A 15-year-old Poochyena hybrid orphan on the run since the group LORE killed her archeologist parents, guarded at first but fiercely loyal once trust is earned.","Rexy was born to archeologist parents who loved collecting unique items and artifacts. As a child they gave her two Pokemon — Venus, a Houndoom, and Shadow, a Mightyena — to keep her company while they were away. Around age twelve, a group called LORE killed her parents, and she has been on the run ever since. She eventually found a group with which she can at least have some shelter, though trusting others remains difficult. Initially anti-social and wary, she becomes nice, loyal, and warm once comfortable, though she tends to dwell on the past and sometimes slips into dark moods."
Not a Noise,Pokemon,Mightyena,"Rexlena ""Rexy"" Williams",Shadow,,100,N,N,,,,,,,,
Not a Noise,Pokemon,Houndoom,"Rexlena ""Rexy"" Williams",Venus,,100,N,N,,,,,,,,
Not a Noise,Pokemon,Torchic,"Rexlena ""Rexy"" Williams",Flare,,100,N,N,,,,,,,,
Not a Noise,Character,Raimu Bito,,,Female,,,,13,She/her,May 24,,Shiny Pachirisu hybrid,,"A 13-year-old shiny Pachirisu hybrid with the Volt Absorb ability, sister to Beat.","No backstory section is provided in the thread; the profile is a character sheet listing only basic data, her brother Beat, her ability (Volt Absorb), Pokemon roster, movesets, and inventory."
Not a Noise,Pokemon,Mudkip,Raimu Bito,Shibuya,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Sharpedo,Raimu Bito,Noise,M,100,N,N,,,,,,,,
Not a Noise,Pokemon,Zubat,Raimu Bito,Reaper,M,100,N,N,,,,,,,,
Not a Noise,Pokemon,Dedenne,Raimu Bito,Miya,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Pumpkaboo,Raimu Bito,Mr. Mew,M,100,Y,N,,,,,,,,
Not a Noise,Pokemon,Chimecho,Raimu Bito,Chime,M,100,N,N,,,,,,,,
Not a Noise,Pokemon,Altaria,Raimu Bito,Aria,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Shinx,Raimu Bito,Alterna,M,100,N,N,,,,,,,,
Not a Noise,Pokemon,Aron,Raimu Bito,Cadoi,M,100,N,N,,,,,,,,
Not a Noise,Pokemon,Tyranitar,Raimu Bito,Gaia,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Jolteon,Raimu Bito,Glitch,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Skiddo,Raimu Bito,Zoom,,100,N,N,,,,,,,,
Not a Noise,Pokemon,Alolan Vulpix,Raimu Bito,Allura,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Treecko,Raimu Bito,Joshua,M,100,N,N,,,,,,,,
Not a Noise,Character,Zwei Rose,,,Male,,,,??? (unspecified in profile),He/him,September 25th,,Yamper hybrid,"Kalos (family listed as ""So. Many. Living in Kalos, near the Forest"")",A Yamper hybrid of unstated age from a very large family living in Kalos near the forest.,"No backstory section is provided in the thread; the profile is a character sheet listing only basic data, his large family in Kalos, Pokemon roster, movesets, and inventory."
Not a Noise,Pokemon,Eevee,Zwei Rose,Ruby,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Zorua,Zwei Rose,Salem,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Glaceon,Zwei Rose,Weiss,F,100,N,N,,,,,,,,
Not a Noise,Pokemon,Arcanine,Zwei Rose,Yang,F,100,N,N,,,,,,,,
NotAnUndercoverCop,Character,Arciara Arctitus Stadanko-Valour,,,Female,,,,20,She/her,,,Human,"Violet City, Johto","A 20-year-old fighter from Violet City who defied her family's rigid gender traditions, trained in secret, and left home with her father's blessing.","Arciara was the firstborn of the Valour family, breaking a century-long tradition of male firstborns, and her father — mourning the son he had envisioned — initially rejected her. Raised in a household enforcing traditional gender roles (boys fight and train, girls keep house), she nonetheless showed natural strength and intelligence, and at twelve cut her hair short to reject feminine expectations. From fourteen to sixteen she secretly trained in combat and martial arts after her parents slept. At sixteen she encountered Team Snagem members and, drawn to their fighting abilities, went on to train formally under a Tower Monk, a Pokemon School Professor, and a martial artist until age eighteen. At nineteen she confronted her father about leaving Violet City; he confessed deep regret over neglecting her because of his disappointment about her gender, apologized, and gave her savings for the journey. She departed with her parents' blessing and family support."
NotAnUndercoverCop,Pokemon,Unknown (see notes),Arciara Arctitus Stadanko-Valour,,,20,N,N,,,,,,,,
NotAnUndercoverCop,Pokemon,Unknown (see notes),Arciara Arctitus Stadanko-Valour,,,17,N,N,,,,,,,,
Pixelsylveon,Character,Alice Walker,,,Female,,,,19,,,"5'3""",Human,Lumiose,"A 19-year-old former idol from Lumiose with honey-brown hair and a sylveon tattoo, who joined Snagem hoping to reform corrupt charities.","Alice grew up in a supportive household with caring parents. By age sixteen she had discovered talents in singing and dancing, which led to work as an idol. After attempting multiple charitable donations, she discovered corruption within the charity organizations she supported. Seeking to make positive change, she joined Snagem with hopes of reforming corrupted charities and making the world a little better. She travels with her male Eevee, Kazimir."
Pixelsylveon,Pokemon,Eevee,Alice Walker,Kazimir,M,45,N,N,,,,,,,,
Reno Vantas,Character,Reno Vantas,,,Male,,,,28,,,"5'8""",Human,,A 28-year-old street-raised thief with a Cockney accent who blasted his way out of servitude to a crime boss and into Team Snagem's ranks.,"Reno was born on the streets and survived through theft. An attempt to steal from a crime boss backfired and resulted in forced servitude, during which he learned skills from fellow conscripts and picked up his Cockney accent. He eventually escaped with stolen Pokemon, deliberately releasing most of them except a Shellder that clamped onto his hand. Team Snagem recruited him after hearing of his destructive escape."
Reno Vantas,Pokemon,Cloyster,Reno Vantas,Tesei,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Serperior,Reno Vantas,Snips,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Haxorus,Reno Vantas,Fenrir,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Kingler,Reno Vantas,Hook,M,100,Y,N,,,,,,,,
Reno Vantas,Pokemon,Volcarona,Reno Vantas,Nova,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Weavile,Reno Vantas,Tsuki,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Alakazam,Reno Vantas,Kaiden,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Elekid,Reno Vantas,Sparks,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Shelgon,Reno Vantas,Spike,M,100,Y,N,,,,,,,,
Reno Vantas,Pokemon,Marowak,Reno Vantas,Gruff,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Wynaut,Reno Vantas,Harleen,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Binacle,Reno Vantas,Rocky,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Houndoom,Reno Vantas,Ezekiel,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Wobbuffet,Reno Vantas,Mister J,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Raichu,Reno Vantas,Nalu,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Metagross,Reno Vantas,Phemes,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Reuniclus,Reno Vantas,Aleister,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Finizen,Reno Vantas,Nori,M,100,N,N,,,,,,,,
Reno Vantas,Character,Leslie,,,Female,,,,15,,,"4'8""",Human,,"A 15-year-old girl abandoned by her mother, who survived on the streets caring for her injured sister before being taken in at Snagem HQ.","Leslie was born to Kairi's mother and an unknown father. Her mother abandoned her, and Leslie cared for her injured sister while living on the streets. She was later rediscovered by Kairi, revealing their sibling relation. After recovering, she relocated to Snagem HQ with her sister."
Reno Vantas,Pokemon,Fearow,Leslie,Mauri,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Combee,Leslie,Buzzy,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Onix,Leslie,Grunt,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Porygon,Leslie,Church,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Toxicroak,Leslie,Yin,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Bulbasaur,Leslie,Willow,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Taillow,Leslie,Toot Toot,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Mawile,Leslie,Lacuna,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Doublade,Leslie,Chulainn,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Torkoal,Leslie,Michelangelo,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Regice,Leslie,Porygon3,,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Tinkatink,Leslie,Mori,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Pawniard,Leslie,Guts,M,100,N,N,,,,,,,,
Reno Vantas,Character,Aria Glissando,,,Female,,,,25,,,"5'4""",Human,Kalos region,A 25-year-old Kalosian musician who built a Pokemon musical ensemble and sailed to Kanto seeking fame.,"Aria started her trainer journey at age 9 after getting lost near Parfum Palace, where a Pancham found her and became her first Pokemon. She later shifted to a music career, using a Noibat as an amplifier and building a musical ensemble with an Inkay and Pangoro. She moved to Kanto seeking popularity, but faced being undercut by competition and boarded the S.S. Anne."
Reno Vantas,Pokemon,Noivern,Aria Glissando,Vibrato,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Pangoro,Aria Glissando,Sogetsu,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Inkay,Aria Glissando,Hastur,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Carbink,Aria Glissando,Carbuncle,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Toxel,Aria Glissando,Billy,M,100,N,N,,,,,,,,
Reno Vantas,Character,Beauregard Orson LeForrest,,,Male,,,,30,,,,Vivillon hybrid (gijinka),La Ruche,A 30-year-old Vivillon hybrid from La Ruche turned hybrid-rights extremist and escaped prisoner.,"Beauregard was raised in a divided environment and became separated from his family due to extremist views. Confronting Kalosian racism toward hybrids, he conducted terrorist attacks using explosives and a Seedot to promote hybrid equality. He was captured by guards and imprisoned until an escape facilitated by an unknown cause."
Reno Vantas,Pokemon,Fletchinder,Beauregard Orson LeForrest,Red Baron,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Seedot,Beauregard Orson LeForrest,Pistachio,M,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Poliwag,Beauregard Orson LeForrest,Nereus,M,100,Y,N,,,,,,,,
Reno Vantas,Pokemon,Snorunt,Beauregard Orson LeForrest,Eva,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Charizard,Beauregard Orson LeForrest,Zippo,M,100,Y,N,,,,,,,,
Reno Vantas,Pokemon,Zorua,Beauregard Orson LeForrest,Mystra,F,100,N,N,,,,,,,,
Reno Vantas,Pokemon,Arboliva,Beauregard Orson LeForrest,Hestia,F,100,N,N,,,,,,,,
Requiem of Whyspers,Character,Sterling Grey,,,Male,,,,23,He/him,August 17,,Human,"Mt. Silver Abbey, Johto region",A 23-year-old abbey-raised pilgrim turned choir founder who wandered Johto's sacred sites before joining Team Snagem.,"Abandoned as an infant at Mt. Silver's Abbey of Saint Toge, Odd spent 15 years in spiritual training there. He departed to explore Johto's sacred sites, including Sprout Tower, the Ruins of Alph, and the Ilex Forest shrine, before settling in Sinnoh. There he discovered music and formed a church choir. Meeting Team Snagem member Toren redirected his path into the organization."
Requiem of Whyspers,Pokemon,Shedinja,Sterling Grey,Cadenza,,56,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Lampent,Sterling Grey,Adagio,F,77,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Decidueye,Sterling Grey,Fermata,M,70,Y,N,,,,,,,,
Requiem of Whyspers,Pokemon,Drifblim,Sterling Grey,Treble,M,64,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Aegislash,Sterling Grey,Celesta,F,71,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Golurk,Sterling Grey,Replay,M,79,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Cofagrigus,Sterling Grey,Dissonance,,70,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Froslass,Sterling Grey,Baroque,M,78,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Liepard,Sterling Grey,A'Capella,F,56,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Klinklang,Sterling Grey,Rhythm,,85,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Shedinja,Sterling Grey,Glissando,M,56,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Chatot,Sterling Grey,Bass,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Duskull,Sterling Grey,Chorale,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Honedge,Sterling Grey,Entr'Acte,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Shuppet,Sterling Grey,Affanoso,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Oranguru,Sterling Grey,Thing,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Meloetta,Sterling Grey,Refrain,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Stantler,Sterling Grey,Mnemosyne,,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Alolan Marowak,Sterling Grey,Musette,F,64,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Sinistea,Sterling Grey,Remix,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Mimikyu,Sterling Grey,Synesthesia,,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Rowlet,Sterling Grey,A'Niente,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Drowzee,Sterling Grey,Acciacca,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Annihilape,Sterling Grey,Avec,M,64,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Crocalor,Sterling Grey,Alcuna Licenza,M,52,N,N,,,,,,,,
Requiem of Whyspers,Character,Lykas-Terrynce Fenrral,,,Male (identifies as such),,,,5 technically; 21 by conventional reckoning,He/him,February 29,"4'11""",Human/Jellicent hybrid,Sootopolis City,"A leap-day-born human/Jellicent hybrid, son of Gym Leader Wallace, who fled a sheltered upbringing to find independence with Snagem.","Terry is the son of Gym Leader Wallace and was raised by Kanto's Gym Leader Erika due to his hemophilia. His sheltered upbringing caused growth delays. At age 14 he escaped to find independence, and he eventually joined Snagem after meeting his hybrid companion Varuna."
Requiem of Whyspers,Pokemon,Primarina,Lykas-Terrynce Fenrral,Sphynx,F,70,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Charizard,Lykas-Terrynce Fenrral,Lux,M,72,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Alakazam,Lykas-Terrynce Fenrral,Mykel,M,52,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Gyarados,Lykas-Terrynce Fenrral,Nuregami,M,56,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Castform,Lykas-Terrynce Fenrral,Nacrearcus,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Cloyster,Lykas-Terrynce Fenrral,Naiad,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Tentacool,Lykas-Terrynce Fenrral,Palaeo,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Salamence,Lykas-Terrynce Fenrral,Furor,F,86,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Blastoise,Lykas-Terrynce Fenrral,Cascade,M,72,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Lapras,Lykas-Terrynce Fenrral,Fog,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Kingdra,Lykas-Terrynce Fenrral,Tallulah,F,68,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Blastoise,Lykas-Terrynce Fenrral,Okeanos,M,72,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Crobat,Lykas-Terrynce Fenrral,Cordelia,F,58,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Crawdaunt,Lykas-Terrynce Fenrral,Yarrow,M,66,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Milotic,Lykas-Terrynce Fenrral,Genevieve,M,36,N,Y,,,,,,,,
Requiem of Whyspers,Pokemon,Lickilicky,Lykas-Terrynce Fenrral,Lickitung [listed name],M,69,N,Y,,,,,,,,
Requiem of Whyspers,Pokemon,Vaporeon,Lykas-Terrynce Fenrral,Moor,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Mareanie,Lykas-Terrynce Fenrral,Kamoana,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Keldeo,Lykas-Terrynce Fenrral,Delmare,,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Snom,Lykas-Terrynce Fenrral,Noelani,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Magikarp,Lykas-Terrynce Fenrral,Caspian,M,36,N,Y,,,,,,,,
Requiem of Whyspers,Pokemon,Oshawott,Lykas-Terrynce Fenrral,Chinami,F,36,N,N,,,,,,,,
Requiem of Whyspers,Character,Wren Briony,,,Male,,,,35,He/him,,,Human,"Lentimas Town, Unova",A 35-year-old master gardener and rancher from Lentimas Town who turned his green thumb into a flower and fertilizer trade.,"Wren's impoverished childhood was transformed through his gardening expertise; by age 12 his vegetable garden was enriching his community. At 15 he set out to see Professor Juniper but instead encountered an injured Maractus, which became his starter Pokemon. He spent roughly 20 years managing a Cacnea ranch before returning home to establish flower commerce and fertilizer production."
Requiem of Whyspers,Pokemon,Tyranitar,Wren Briony,Hemlock,M,91,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Maractus,Wren Briony,Aconite,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Lurantis,Wren Briony,Altissima,F,70,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Gogoat,Wren Briony,Asphodel,M,68,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Lilligant,Wren Briony,Thistle,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Florges,Wren Briony,Hyacinth,F,55,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Aromatisse,Wren Briony,Nutmeg,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Trevenant,Wren Briony,Cassava,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Vileplume,Wren Briony,Anemone,F,57,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Victreebel,Wren Briony,Mandragora,M,57,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Mr. Mime,Wren Briony,Laurel,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Shiftry,Wren Briony,Caladium,M,50,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Vileplume,Wren Briony,Hellebore,M,57,N,Y,,,,,,,,
Requiem of Whyspers,Pokemon,Bellossom,Wren Briony,Carnation,F,57,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Applin,Wren Briony,Manna,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Cacturne,Wren Briony,Acanthus,M,68,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Hatterene,Wren Briony,Anthur,F,78,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Cherrim,Wren Briony,Ginseng,,61,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Wailord,Wren Briony,Clove,M,76,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Vileplume,Wren Briony,Destro,M,57,N,N,,,,,,,,
Requiem of Whyspers,Character,Clare Asmia Kristel,,,Unknown; identifies as demi-girl,,,,,She/they,,,Ultra Space Human/Nihilego hybrid,Unknown (amnesia),"A gentle, curious human/Nihilego hybrid from Ultra Space whose memories were shattered by the crossing.","Clare arrived with fragmented memories of a dark city and a prior group affiliation involving a SNAG device. Travel through Ultra Space left her with amnesia. Despite her fear of the unknown, her personality centers on gentleness and curiosity."
Requiem of Whyspers,Pokemon,Drakloak,Clare Asmia Kristel,Visage,F,86,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Tyrunt,Clare Asmia Kristel,Rasana,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Pincurchin,Clare Asmia Kristel,Eidolon,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Capsakid,Clare Asmia Kristel,Mirage,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Tandemaus,Clare Asmia Kristel,M&M,,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Spoink,Clare Asmia Kristel,Gruntilda,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Glimmet,Clare Asmia Kristel,Spectra,F,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Skitty,Clare Asmia Kristel,Selene,F,36,N,Y,,,,,,,,
Requiem of Whyspers,Pokemon,Snubbull,Clare Asmia Kristel,Echo,M,36,N,N,,,,,,,,
Requiem of Whyspers,Pokemon,Dugtrio,Clare Asmia Kristel,Fractal,M,62,N,N,,,,,,,,
